*Cymbospondylus*,*petrinus*,*Triassic; Nevada*
*Cymbospondylus*,*piscosus*,*Triassic; Nevada*
*Cynocercus*,*incisus*,*Cretaceous (Niobrara); Kansas*
*Cynodesmus*,*thooides*,*Oligocene (White River); Montana*
*Cynodictis*,*gregarius*,*Oligocene (White River); Colorado, Nebraska, South Dakota: (John Day); Oregon, fide Cope*
*Cynodictis*,*hylactor*,*Oligocene (White River); South Dakota*
*Cynodictis*,*lippincottianus*,*Oligocene (White River); Colorado, Oregon*
*Cynodictis*,*temnodon*,*Oligocene (White River); South Dakota*
*Cynodontomys*,*latidens*,*Eocene (Wasatch); Wyoming*
*Cyphornis*,*magnus*,*Eocene?; Vancouvers Island*
*Cyrtacanthus*,*dentatus*,*Devonian (Corniferous); Ohio*
*Cystophora*,*cristata*,*Recent; along shores of Northern Atlantic; said by Lyell to have been found in Tertiary strata of Ma*
*Daeodon*,*shoshonensis*,*Miocene (John Day); Oregon*
*Dafila*,*acuta*,*Recent; Northern Hemisphere: Pleistocene; Oregon*
*Dama*,*dolichopsis*,*Pleistocene; Indiana*
*Dama*,*ensifer*,*Pleistocene (Equus beds); Oregon*
*Dama*,*laevicornis*,*Pleistocene; Pennsylvania*
*Dama*,*virginiana*,*Pleistocene and Recent.  Fossil from South Carolina, New Jersey, Indiana, Kentucky, Virginia, Pennsy*
*Dama*,*whitneyi*,*Pleistocene; lead region of Illinois, Iowa, and Wisconsin*
*Daphoenus*,*angustidens*,*Oligocene (White River); Nebraska*
*Daphoenus*,*dodgei*,*Oligocene (White River); Nebraska*
*Daphoenus*,*felinus*,*Oligocene (White River); Nebraska*
*Daphoenus*,*hartshornianus*,*Oligocene (White River); Colorado, South Dakota*
*Daphoenus*,*robustus*,*Oligocene (White River); Colorado*
*Daphoenus*,*vetus*,*Oligocene (White River); South Dakota, Colorado*
*Dasyatis*,*carolinensis*,*Tertiary; North Carolina*
*Dasyatis*,*hastata*,*Post-pliocene; South Carolina*
*Dasyatis*,*radians*,*Eocene (Green R.); Wyoming*
*Dasyatis*,*sp. indet.*,*Miocene; Virginia*
*Deinictis*,*bombifrons*,*Oligocene (White River); South Dakota*
*Deinictis*,*brachyops*,*Miocene (John Day); Oregon*
*Deinictis*,*cyclops*,*Oligocene (John Day); Oregon*
*Deinictis*,*felina*,*Oligocene (White River); South Dakota, Colorado*
*Deinictis*,*fortis*,*Oligocene (White River); Colorado*
*Deinictis*,*major*,*Oligocene (White River); Nebraska*
*Deinictis*,*paucidens*,*Oligocene (White River)*
*Deinictis*,*platycopis*,*Miocene (John Day); Oregon*
*Deinictis*,*squalidens*,*Oligocene (White River); Colorado*
*Deinodon*,*amplus*,*Cretaceous (Laramie); Wyoming*
*Deinodon*,*cristatus*,*Cretaceous (Laramie); Wyoming*
*Deinodon*,*horridus*,*Cretaceous (Laramie); Montana*
*Deinodon*,*lateralis*,*Cretaceous (Laramie); Montana*
*Delphinapterus*,*leucas*,*Recent; Arctic seas.  Pleistocene; Ontario*
*Delphinapterus*,*orcina*,*Miocene; North Carolina*
*Delphinapterus*,*vermontana*,*Pleistocene; Vermont, Quebec*
*Delphinodon*,*mento*,*Miocene; Maryland, South Carolina*
*Delphinodon*,*venustus*,*Miocene; Virginia*
*Delphinodon*,*leidyi*,*Miocene; Maryland*
*Delphinus*,*occiduus*,*Miocene; California*
*Deltatherium*,*fundaminis*,*Eocene (Puerco); New Mexico*
*Deltatherium*,*interruptum*,*Eocene (Puerco); New Mexico*
*Deltodopsis*,*affinis*,*Subcarboniferous (Warsaw); Illinois*
*Deltodopsis*,*angustus*,*Subcarboniferous (Chester); Illinois*
*Deltodopsis*,*bialveatus*,*Subcarboniferous (Burlington); Iowa: (St. Louis); Illinois*
*Deltodopsis*,*convolutus*,*Subcarboniferous (Burlington); Iowa, Illinois*
*Deltodopsis*,*exornatus*,*Subcarboniferous (Warsaw); Illinois*
*Deltodopsis*,*sancti-ludovici*,*Subcarboniferous (St. Louis); Illinois, Iowa, Missouri*
*Deltodus*,*alatus*,*Subcarboniferous (Keokuk); Illinois*
*Deltodus*,*cinctulus*,*Subcarboniferous (Warsaw); Illinois, Missouri, Indiana*
*Deltodus*,*cinctus*,*Subcarboniferous (St. Louis); Iowa*
*Deltodus*,*cingulatus*,*Subcarboniferous (Chester); Illinois*
*Deltodus*,*complanatus*,*Subcarboniferous (Burlington); Iowa*
*Deltodus*,*fasciatus*,*Subcarboniferous (Keokuk); Illinois*
*Deltodus*,*grandis*,*Subcarboniferous (Keokuk); Illinois, Indiana*
*Deltodus*,*inornatus*,*Subcarboniferous (Kinderhook); Iowa*
*Deltodus*,*intermedius*,*Subcarboniferous (St. Louis); Illinois, Iowa: Coal-measures; Iowa*
*Deltodus*,*latior*,*Subcarboniferous (Keokuk); Illinois, Iowa*
*Deltodus*,*littoni*,*Subcarboniferous; Missouri*
*Deltodus*,*mercurii*,*Coal-measures; New Mexico*
*Deltodus*,*obliquus*,*Subcarboniferous (Warsaw); Indiana*
*Deltodus*,*occidentalis*,*Subcarboniferous; Illinois*
*Deltodus*,*parvus*,*Subcarboniferous (St. Louis); Illinois, Iowa, Missouri*
*Deltodus*,*planidens*,*Carboniferous?; Texas*
*Deltodus*,*powellii*,*Carboniferous; Utah*
*Deltodus*,*propinquus*,*Coal-measures; Illinois*
*Deltodus*,*spatulatus*,*Subcarboniferous; Illinois, Indiana*
*Deltodus*,*trilobus*,*Subcarboniferous (Warsaw); Illinois*
*Deltodus*,*undulatus*,*Subcarboniferous (Keokuk); Iowa*
*Deltoptychius*,*expansus*,*Subcarboniferous (St. Louis); Illinois, Missouri, Iowa*
*Deltoptychius*,*nitidus*,*Subcarboniferous (Chester); Illinois*
*Deltoptychius*,*primus*,*Subcarboniferous (Burlington); Iowa*
*Deltoptychius*,*varsoviensis*,*Subcarboniferous (Warsaw); Illinois*
*Deltoptychius*,*wachsmuthi*,*Subcarboniferous (Keokuk); Illinois, Iowa, Missouri*
*Dendrerpeton*,*acadianum*,*Coal-measures; Nova Scotia*
*Dendrerpeton*,*oweni*,*Coal-measures; Nova Scotia*
*Dendrodus*,*arisaigensis*,*Silurian or Devonian; Nova Scotia*
*Dermodactylus*,*montanus*,*Jurassic; Wyoming*
*Desmatippus*,*crenidens*,*Miocene (Loup Fork); Montana*
*Desmatochelys*,*lowii*,*Cretaceous (Niobrara); Nebraska, Kansas*
*Desmiodus*,*costelliferus*,*Subcarboniferous (St. Louis); Illinois, Missouri*
*Desmiodus*,*flabellum*,*Subcarboniferous (Keokuk); Missouri*
*Desmiodus*,*ligoniformis*,*Subcarboniferous (Keokuk); Missouri, Iowa*
*Desmiodus*,*minusculus*,*Subcarboniferous (Keokuk); Illinois*
*Desmiodus*,*tumidus*,*Subcarboniferous (St. Louis); Illinois, Missouri*
*Desmostylus*,*hesperus*,*Tertiary; California*
*Diacium*,*quinquepedale*,*Oligocene (White River); Colorado*
*Diacodon*,*alticuspis*,*Eocene (Wasatch); New Mexico*
*Diacranodus*,*platypternus*,*Permian; Texas*
*Diacranodus*,*texensis*,*Permian; Texas, Illinois*
*Diadectes*,*biculminatus*,*Permian; Texas*
*Diadectes*,*latibuccatus*,*Permian; Texas*
*Diadectes*,*phaseolinus*,*Permian; Texas*
*Diadectes*,*sideropelicus*,*Permian; Texas*
*Diastichus*,*macrodon*,*Late Tertiary; Idaho*
*Diastichus*,*parvidens*,*Late Tertiary; Idaho*
*Diastichus*,*strangulatus*,*Late Tertiary; Idaho*
*Diatryma*,*giganteum*,*Eocene; New Mexico*
*Diceratherium*,*annectens*,*Miocene (John Day); Oregon*
*Diceratherium*,*armatum*,*Miocene (John Day); Oregon*
*Diceratherium*,*hesperium*,*Miocene; California: (John Day); Oregon*
*Diceratherium*,*nanum*,*Miocene (John Day); Oregon*
*Diceratherium*,*oregonense*,*Miocene (Loup Fork); Oregon*
*Diceratherium*,*pacificum*,*Miocene (John Day); Oregon*
*Diceratherium*,*truquianum*,*Miocene (John Day); Oregon*
*Dicrocynodon*,*victor*,*Jurassic; Wyoming*
*Dictyocephalus*,*elegans*,*Triassic (Chatham); North Carolina*
*Dictyodus*,*silovianus*,*Miocene; New Jersey*
*Dictyodus*,*speciosus*,*Miocene; New Jersey*
*Dictyopyge*,*macrura*,*Triassic; Virginia*
*Dictyorhabdus*,*priscus*,*Silurian (Ordovician); Colorado*
*Dicynodon*,*rosmarus*,*Triassic; Pennsylvania*
*Didelphis*,*alternans*,*Oligocene (White River); Colorado*
*Didelphis*,*comstocki*,*Eocene (Wasatch); Wyoming*
*Didelphis*,*fugax*,*Oligocene (White River); Colorado*
*Didelphis*,*huntii*,*Oligocene (White River); Colorado*
*Didelphis*,*marginalis*,*Oligocene (White River); Colorado*
*Didelphis*,*pygmaea*,*Oligocene (White River); Colorado*
*Didelphis*,*scalaris*,*Oligocene (White River); Colorado*
*Didelphis*,*tricuspis*,*Oligocene; Colorado*
*Didelphis*,*virginiana*,*Recent; eastern North America: Pleistocene; South Carolina*
*Didelphodon*,*comptus*,*Cretaceous (Laramie); Wyoming*
*Didelphodon*,*ferox*,*Cretaceous (Laramie); Wyoming*
*Didelphodon*,*vorax*,*Cretaceous (Laramie); Wyoming*
*Didelphodus*,*absarokae*,*Eocene (Wasatch); Wyoming*
*Dimetrodon*,*gigas*,*Permian; Texas*
*Dimetrodon*,*incisivus*,*Permian; Texas*
*Dimetrodon*,*rectiformis*,*Permian; Texas*
*Dimetrodon*,*semiradicatus*,*Permian; Texas*
*Dinichthys*,*canadensis*,*Upper Devonian; Manitoba*
*Dinichthys*,*clarki*,*Devonian (Cleveland shale); Ohio*
*Dinichthys*,*curtus*,*Devonian (Cleveland shale); Ohio*
*Dinichthys*,*gouldii*,*Devonian (Cleveland shale); Ohio*
*Dinichthys*,*gracilis*,*Devonian (Cleveland shale); Ohio*
*Dinichthys*,*halmodeus*,*Devonian; New York*
*Dinichthys*,*hertzeri*,*Devonian (Huron shale); Ohio*
*Dinichthys*,*intermedius*,*Devonian (Cleveland shale); Ohio*
*Dinichthys*,*lincolni*,*Devonian (Marcellus); Pennsylvania*
*Dinichthys*,*minor*,*Devonian (Cleveland shale); Ohio*
*Dinichthys*,*newberryi*,*Devonian (Hamilton); New York*
*Dinichthys*,*praemaxillaris*,*Devonian (Cleveland shale); Ohio*
*Dinichthys*,*precursor*,*Devonian (Corniferous); Ohio*
*Dinichthys*,*prentis-clarki*,*Devonian (Cleveland shale); Ohio*
*Dinichthys*,*pustulosus*,*Devonian (Hamilton); Wisconsin, Iowa, Illinois, New York*
*Dinichthys*,*ringuebergi*,*Devonian (Portage); Ohio*
*Dinichthys*,*terrelli*,*Devonian (Cleveland shale); Ohio*
*Dinichthys*,*tuberculatus*,*Devonian (Chemung); Pennsylvania: (Corniferous); Ohio: (Hamilton); Wisconsin: (Upper Devonian); Iowa*
*Dinichthys*,*sp. indet.*,*Devonian (Chemung); New York*
*Dinichthys*,*sp. indet.*,*Devonian (Catskill); New York*
*Dinobastis*,*serus*,*Pleistocene; Kansas, Oklahoma*
*Dinoceras*,*agreste*,*Eocene (Bridger); Wyoming*
*Dinoceras*,*cuneum*,*Eocene (Bridger); Wyoming*
*Dinoceras*,*distans*,*Eocene (Bridger); Wyoming*
*Dinoceras*,*laticeps*,*Eocene (Wyoming); Wyoming*
*Dinoceras*,*lucare*,*Eocene (Wyoming); Wyoming*
*Dinoceras*,*mirabile*,*Eocene (Bridger); Wyoming*
*Dinoceras*,*reflexum*,*Eocene (Bridger); Wyoming*
*Diodon*,*vetus*,*Phosphate beds; South Carolina: Miocene; North Carolina*
*Dioplotheriun*,*manigaultii*,*Tertiary (Phosphate beds); South Carolina*
*Diplacanthus*,*crassisimus*,*Devonian; Scotland, Canada?*
*Diplacodon*,*elatus*,*Eocene (Uinta); Utah*
*Diplacodon*,*emarginatus*,*Eocene (Uinta); Utah*
*Diplocaulus*,*limbatus*,*Permian; Texas*
*Diplocaulus*,*magnicornis*,*Permian; Texas*
*Diplocaulus*,*salamandroides*,*Permian; Illinois*
*Diplocynodon*,*sphenops*,*Eocene; New Mexico*
*Diplodocus*,*lacustris*,*Jurassic; Colorado*
*Diplodocus*,*longus*,*Jurassic; Wyoming, Colorado*
*Diplognathus*,*mirabilis*,*Devonian (Cleveland shale); Ohio*
*Diplomystus*,*altus*,*Eocene (Green River); Wyoming*
*Diplomystus*,*analis*,*Eocene (Green River); Wyoming*
*Diplomystus*,*dentatus*,*Eocene (Green River); Wyoming*
*Diplomystus*,*humilis*,*Eocene (Green River); Wyoming*
*Diplomystus*,*pectorosus*,*Eocene (Green River); Wyoming*
*Diplomystus*,*theta*,*Eocene (Green River); Wyoming*
*Diplotomodon*,*horrificus*,*Cretaceous; New Jersey*
*Diplurus*,*longicaudatus*,*Triassic; New Jersey, Connecticut*
*Dipterus*,*calvini*,*Devonian (Cedar Valley limestone); Iowa*
*Dipterus*,*contraversus Hay*,*Devonian (Catskill); Pennsylvania*
*Dipterus*,*costatus*,*Devonian (Upper); Iowa*
*Dipterus*,*flabelliformis*,*Devonian (Chemung); Pennsylvania*
*Dipterus*,*fleisheri*,*Devonian ("Catskill"); Pennsylvania*
*Dipterus*,*ithacensis*,*Devonian (Chemung); New York*
*Dipterus*,*minutus*,*Devonian (Chemung); Pennsylvania*
*Dipterus*,*mordax*,*Devonian (Upper); Iowa*
*Dipterus*,*nelsoni*,*Devonian (Chemung); Pennsylvania, New York*
*Dipterus*,*sherwoodi*,*Devonian (Catskill); Pennsylvania*
*Dipterus*,*uddeni*,*Devonian (Cedar Valley limestone); Iowa*
*Diracodon*,*laticeps*,*Jurassic; Wyoming*
*Dissacus*,*navajovius*,*Eocene (Torrejon); New Mexico*
*Dissacus*,*saurognathus*,*Eocene (Torrejon); New Mexico*
*Dissorhophus*,*articulatus*,*Permian; Texas*
*Dissorhophus*,*multicinctus*,*Permian; Texas*
*Dittodus*,*acinaces*,*Coal-measures; Nova Scotia*
*Dittodus*,*compressus*,*Coal-measures; Indiana, Ohio*
*Dittodus*,*gibbosus*,*Coal-measures; England: Permian; Texas*
*Dittodus*,*gracilis*,*Coal-measures; Ohio*
*Dittodus*,*latus*,*Coal-measures; Indiana, Ohio, Illinois, Belgium*
*Dittodus*,*lucasi*,*Coal-measures; Illinois*
*Dittodus*,*penetrans*,*Coal-measures; Nova Scotia*
*Dittodus*,*priscus*,*Devonian; Illinois*
*Dittodus*,*striatus*,*Devonian; Illinois*
*Docodon*,*striatus*,*Jurassic; Wyoming*
*Dolichorhinus*,*cornutus*,*Eocene (Uinta); Utah*
*Doliodus*,*problematicus*,*Lower Devonian; New Brunswick*
*Domnina*,*crassigenis*,*Oligocene (White River); Colorado*
*Domnina*,*gradata*,*Oligocene (White River); Colorado*
*Dorudon*,*serratus*,*Eocene; Alabama, South Carolina, Louisiana*
*Dromatherium*,*sylvestre*,*Triassic; North Carolina, New Jersey*
*Dromopus*,*agilis*,*Coal-measures; Kansas*
*Dryolestes*,*arcuatus*,*Jurassic; Wyoming*
*Dryolestes*,*gracilis*,*Jurassic; Wyoming, Colorado*
*Dryolestes*,*obtusus*,*Jurassic; Wyoming*
*Dryolestes*,*priscus*,*Jurassic; Wyoming*
*Dryolestes*,*tenax*,*Cretaceous (Laramie); Wyoming*
*Dryolestes*,*vorax*,*Jurassic; Wyoming*
*Dryosaurus*,*altus*,*Jurassic; Colorado, Wyoming*
*Dryptodon*,*crassus*,*Eocene (Wasatch); New Mexico*
*Dryptosaurus*,*aquilunguis*,*Cretaceous; New Jersey*
*Dryptosaurus*,*cristatus*,*Cretaceous; Montana*
*Dryptosaurus*,*explanatus*,*Cretaceous; Montana*
*Dryptosaurus*,*falculus*,*Cretaceous; Montana*
*Dryptosaurus*,*hazenianus*,*Cretaceous; Montana*
*Dryptosaurus*,*incrassatus*,*Cretaceous; Montana, British America*
*Dryptosaurus*,*kenabekides*,*Cretaceous (Laramie); Montana*
*Dryptosaurus*,*laevifrons*,*Cretaceous; Montana*
*Dryptosaurus*,*macropus*,*Cretaceous; New Jersey*
*Dryptosaurus*,*trihedrodon*,*Jurassic; Colorado*
*Dysganus*,*bicarinatus*,*Cretaceous (Laramie); Montana*
*Dysganus*,*encaustus*,*Cretaceous (Laramie); Montana*
*Dysganus*,*haydenianus*,*Cretaceous (Laramie); Montana*
*Dysganus*,*peiganus*,*Cretaceous (Laramie); Montana*
*Dystrophaeus*,*viaemalae*,*Triassic?; Utah*
*Ectocion*,*osbornianum*,*Eocene (Wasatch, Wind River); Wyoming*
*Ectoconodon*,*petersoni*,*Cretaceous (Laramie) Wyoming*
*Ectoconus*,*ditrigonus*,*Eocene (Puerco); New Mexico*
*Ectoganus*,*gliriformis*,*Eocene; New Mexico*
*Ectoganus*,*novomehicanus*,*Eocene (Wasatch); New Mexico*
*Eczematolepis*,*fragilis*,*Devonian (Corniferous); Ohio, New York*
*Edaphodon*,*divaricatus*,*Cretaceous; New Jersey*
*Edaphodon*,*eocaenus*,*Eocene; New Jersey*
*Edaphodon*,*fecundus*,*Cretaceous; New Jersey*
*Edaphodon*,*gaskillii*,*Cretaceous; New Jersey*
*Edaphodon*,*incrassatus*,*Cretaceous; New Jersey*
*Edaphodon*,*laqueatus*,*Cretaceous; Mississippi*
*Edaphodon*,*laterigerus*,*Cretaceous; New Jersey*
*Edaphodon*,*latidens*,*Cretaceous; New Jersey*
*Edaphodon*,*longirostris*,*Cretaceous; New Jersey*
*Edaphodon*,*miersii*,*Cretaceous; New Jersey*
*Edaphodon*,*mirificus*,*Cretaceous; New Jersey*
*Edaphodon*,*monolophus*,*Cretaceous; New Jersey*
*Edaphodon*,*smockii*,*Cretaceous; New Jersey*
*Edaphodon*,*solidulus*,*Cretaceous; New Jersey*
*Edaphodon*,*stenobryus*,*Cretaceous; New Jersey*
*Edaphodon*,*tripartitus*,*Cretaceous; New Jersey*
*Edaphosaurus*,*pogonias*,*Permian; Texas*
*Edestus*,*giganteus*,*Coal-measures; Illinois*
*Edestus*,*lecontei*,*Carboniferous?; Nevada*
*Edestus*,*minor*,*Coal-measures; Indiana*
*Edestus*,*heinrichsii*,*Coal-measures; Illinois, Indiana*
*Edestus*,*vorax*,*Coal-measures; Arkansas*
*Elachoceras*,*parvum*,*Eocene (Bridger); Wyoming*
*Elasmosaurus*,*intermedius*,*Cretaceous (Pierre); S. Dakota*
*Elasmosaurus*,*orientalis*,*Cretaceous; New Jersey, Upper Missouri region*
*Elasmosaurus*,*platyurus*,*Cretaceous (Niobrara); Kansas*
*Elasmosaurus*,*serpentinus*,*Cretaceous (Niobrara); Nebraska*
*Elasmosaurus*,*sp. indet.*,*Cretaceous (Niobrara); Dakota*
*Elephas*,*columbi*,*Pleistocene; Georgia, South Carolina, Alabama, Texas, Colorado, Oregon, New Mexico, California, New*
*Elephas*,*primigenius*,*Pleistocene; New York, Vermont, New Jersey, Pennsylvania, Alaska, British Columbia, Ontario, Alberta*
*Ellipsodon*,*inaequidens*,*Eocene (Torrejon); New Mexico*
*Elliptonodon*,*compressus*,*Cretaceous; North Carolina*
*Elomeryx*,*armatus*,*Oligocene (White River); South Dakota*
*Elomeryx*,*mitis*,*Oligocene (White River); South Dakota?*
*Elonichthys*,*browni*,*Subcarboniferous; New Brunswick*
*Elonichthys*,*elegans*,*Mesozoic; N. Carolina, Pennsylvania*
*Elonichthys*,*hypsilepis*,*Coal-measures; Illinois*
*Elonichthys*,*macropterus*,*Coal-measures; Europe, Illinois*
*Elonichthys*,*peltigerus*,*Coal-measures; Ohio, Illinois, Indiana*
*Elotherium*,*clavum*,*Oligocene (White River); South Dakota?, Colorado*
*Elotherium*,*coarctatum*,*Oligocene (White River); Northwest Territory, Canada*
*Elotherium*,*crassum*,*Oligocene (White River); South Dakota, Colorado?*
*Elotherium*,*humerosum*,*Miocene (John Day); Oregon*
*Elotherium*,*imperator*,*Miocene (John Day); Oregon*
*Elotherium*,*ingens*,*Oligocene (White River); South Dakota*
*Elotherium*,*mortoni*,*Oligocene (White River); South Dakota, Nebraska, Colorado*
*Elotherium*,*ramosum*,*Oligocene (White River); Colorado, North Dakota*
*Elotherium*,*superbum*,*Miocene; California*
*Embalorhynchus*,*kinnei*,*Eocene; New Jersey*
*Embaphias*,*circulosus*,*Cretaceous (Pierre); South Dakota*
*Embolophorus*,*fritillus*,*Permian; Texas*
*Embolophorus*,*dollovianus*,*Permian; Texas*
*Empedias*,*alatus*,*Permian; Texas*
*Empedias*,*fissus*,*Permian; Texas*
*Empedias*,*molaris*,*Permian; Texas*
*Empo*,*contracta*,*Cretaceous (Niobrara); Kansas*
*Empo*,*lisbonensis*,*Cretaceous (Pierre); Kansas*
*Empo*,*merrillii*,*Cretaceous (Niobrara); Kansas*
*Empo*,*nepaholica*,*Cretaceous (Niobrara); Kansas*
*Empo*,*semianceps*,*Cretaceous (Niobrara); Kansas*
*Emys*,*cibollensis*,*Eocene (Wasatch); New Mexico*
*Emys*,*euglypha*,*Pliocene (Peace Creek beds); Florida*
*Emys*,*euthneta*,*Eocene (Wasatch); Wyoming*
*Emys*,*haydeni*,*Eocene (Bridger); Wyoming*
*Emys*,*latilabiata*,*Eocene (Bridger); Wyoming*
*Emys*,*lativertebralis*,*Eocene (Wasatch); New Mexico*
*Emys*,*megaulax*,*Eocene (Wasatch); Wyoming*
*Emys*,*petrolei*,*Quaternary; Texas*
*Emys*,*polycypha*,*Eocene (Bridger); Wyoming*
*Emys*,*septaria*,*Eocene (Bridger); Wyoming*
*Emys*,*shaughnessiana*,*Eocene (Bridger); Wyoming*
*Emys*,*terrestris*,*Eocene (Bridger); Wyoming*
*Emys*,*testudinea*,*Eocene (Green River); Wyoming*
*Emys*,*wyomingensis*,*Eocene (Bridger); Wyoming*
*Enchodus*,*amicrodus*,*Cretaceous (Niobrara); Kansas*
*Enchodus*,*anceps*,*Cretaceous (Niobrara); Kansas*
*Enchodus*,*calliodon*,*Cretaceous (Niobrara); Kansas*
*Enchodus*,*carinatus*,*Cretaceous (Niobrara); Kansas*
*Enchodus*,*dolichus*,*Cretaceous (Niobrara); Kansas*
*Enchodus*,*ferox*,*Cretaceous; New Jersey*
*Enchodus*,*gentryi*,*Miocene; New Jersey*
*Enchodus*,*gladiolus*,*Cretaceous (Niobrara); Kansas*
*Enchodus*,*oxytomus*,*Cretaceous; New Jersey*
*Enchodus*,*parvus*,*Cretaceous (Niobrara); Kansas*
*Enchodus*,*petrosus*,*Cretaceous (Niobrara) Kansas*
*Enchodus*,*pressidens*,*Cretaceous; New Jersey*
*Enchodus*,*semistriatus*,*Cretaceous; New Jersey*
*Enchodus*,*shumardii*,*Cretaceous; Dakota, Manitoba*
*Enchodus*,*tetraecus*,*Cretaceous; Delaware, New Jersey*
*Enchodus*,*sp. indet.*,*Cretaceous (Niobrara); Kansas*
*Enhydrocyon*,*stenocephalus*,*Miocene (John Day); Oregon*
*Ennacodon*,*affinis*,*Jurassic; Wyoming*
*Ennacodon*,*crassus*,*Jurassic; Wyoming*
*Entomacodon*,*angustidens*,*Eocene (Bridger); Wyoming*
*Entomacodon*,*minutus*,*Eocene (Bridger); Wyoming*
*Entomodon*,*comptus*,*Eocene (Bridger); Wyoming*
*Entoptychus*,*cavifrons*,*Miocene (John Day); Oregon*
*Entoptychus*,*crassiramis*,*Miocene (John Day), Oregon*
*Entoptychus*,*lambdoideus*,*Miocene (John Day); Oregon*
*Entoptychus*,*minor*,*Miocene (John Day), Oregon*
*Entoptychus*,*planifrons*,*Miocene (John Day); Oregon*
*Eobasileus*,*furcatus*,*Eocene (Bridger); Wyoming*
*Eobatrachus*,*agilis*,*Jurassic; Wyoming*
*Eohippus*,*craspedotus*,*Eocene (Wind River); Wyoming*
*Eohippus*,*cristatus*,*Eocene (Wasatch); Wyoming*
*Eohippus*,*index*,*Eocene (Wasatch); New Mexico, Wyoming*
*Eohippus*,*pernix*,*Eocene (Wasatch); Wyoming*
*Eohippus*,*tapirinus*,*Eocene (Wasatch); Wyoming, New Mexico*
*Eohippus*,*validus*,*Eocene (Wasatch); New Mexico*
*Eohippus*,*vasacciensis*,*Eocene (Wasatch); Wyoming*
*Eohyus*,*distans*,*Eocene (Wasatch); New Mexico*
*Eohyus*,*robustus*,*Eocene (Wasatch); New Mexico*
*Eomeryx*,*pumilis*,*Eocene (Uinta); Utah*
*Eosaurus*,*acadianus*,*Coal-measures; Nova Scotia*
*Epanterias*,*amplexus*,*Jurassic; Colorado*
*Epihippus*,*gracilis*,*Eocene (Uinta); Utah*
*Epihippus*,*uintensis*,*Eocene (Uinta); Utah*
*Episcoposaurus*,*haplocerus*,*Triassic; Texas*
*Episcoposaurus*,*horridus*,*Triassic; New Mexico*
*Eporeodon*,*longifrons*,*Miocene (John Day); Oregon*
*Eporeodon*,*major*,*Oligocene (White River); South Dakota, North Dakota, Colorado, Nebraska*
*Eporeodon*,*occidentalis*,*Miocene (John Day); Oregon*
*Eporeodon*,*pacificus*,*Miocene (John Day); Oregon*
*Eporeodon*,*socialis*,*Miocene (John Day); Oregon*
*Eporeodon*,*trigonocephalus*,*Miocene (John Day); Oregon*
*Equus*,*caballus*,*Pleistocene; Alaska, California, Kansas, Missouri, North Carolina, South Carolina, Canada*
*Equus*,*complicatus*,*Pleistocene; Mississippi, Missouri, South Carolina, New Jersey, Pennsylvania, New York, Massachusett*
*Equus*,*conversidens*,*Pleistocene; Valley of Mexico*
*Equus*,*crenidens*,*Pleistocene; Mexico*
*Equus*,*excelsus*,*Pleistocene; South Dakota, Nebraska, Texas, Mexico, Oregon?, Kansas*
*Equus*,*fraternus*,*Pleistocene; South Carolina, North Carolina, Mississippi, Georgia, Kentucky, Texas, New Jersey, Indi*
*Equus*,*giganteus*,*Pleistocene; Texas*
*Equus*,*occidentalis*,*Pleistocene; California*
*Equus*,*pacificus*,*Pleistocene; Oregon*
*Equus*,*pectinatus*,*Pleistocene; Pennsylvania, Illinois?*
*Equus*,*scotti*,*Pleistocene (Equus beds); Texas*
*Equus*,*semiplicatus*,*Pleistocene; Texas*
*Equus*,*tau*,*Pleistocene; Mexico, Texas*
*Ereptodon*,*priscus*,*Pleistocene; Mississippi*
*Erethizon*,*cloacinus*,*Pleistocene; Pennsylvania*
*Erethizon*,*dorsatus*,*Recent; northeastern U. S.; Canada, west to Saskatchewan.  Pleistocene; Pennsylvania*
*Erethizon*,*venustus*,*Pleistocene; Nebraska*
*Eriptychius*,*americanus*,*Lower Silurian (Ordovician); Colorado*
*Erismacanthus*,*maccoyanus*,*Subcarboniferous (St. Louis); Missouri, Illinois*
*Erismatopterus*,*endlichii*,*Eocene (Green River); Wyoming*
*Erismatopterus*,*levatus*,*Eocene (Green River); Wyoming*
*Erismatopterus*,*rickseckeri*,*Eocene (Green River); Wyoming*
*Eryops*,*erythroliticus*,*Permian; Texas*
*Eryops*,*ferricolus*,*Permian; Texas*
*Eryops*,*megacephalus*,*Permian; Texas, Indian Territory*
*Eryops*,*platypus*,*Coal-measures; Ohio*
*Eryops*,*reticulatus*,*Permian; New Mexico*
*Eschatius*,*conidens*,*Pliocene; Oregon, Mexico*
*Eschatius*,*longirostris*,*Pliocene; Oregon*
*Esthonyx*,*acer*,*Eocene (Wasatch); New Mexico*
*Esthonyx*,*acutidens*,*Eocene (Wind River); Wyoming*
*Esthonyx*,*bisulcatus*,*Eocene (Wasatch); New Mexico*
*Esthonyx*,*burmeisterii*,*Eocene (Wasatch); New Mexico, Wyoming*
*Esthonyx*,*spatularius*,*Eocene (Wasatch, Wind River); Wyoming*
*Eubrontes*,*approximatus*,*Triassic; Massachusetts, New Jersey*
*Eubrontes*,*dananus*,*Triassic; Massachusetts, Connecticut, New Jersey, Pennsylvania*
*Eubrontes*,*oxpansus*,*Triassic; Massachusetts*
