00659762	American Philosophical Society Year Book	Philadelphia, PA, USA	American Philosophical Society
00664162	Annual Review of Ecology and Systematics	Palo Alto, CA, USA	Annual Reviews, Inc
00664634	Antarctic Research Series	Washington, DC, USA	American Geophysical Union
00664693	Mitteilungen der Anthropologischen Gesellschaft in Wien	Vienna, Austria	Anthropologische Gesellschaft in Wien
00667412	Arizona Geological Society Digest	Tucson, AZ, USA	Arizona Geological Society, University of Arizona
00667781	Arnoldia (Rhodesia)	Salisbury, Rhodesia	National Museums of Rhodesia
0067155X	Records of the Australian Academy of Science	Canberra, Australia	Australian Academy of Science
00671975	Records of the Australian Museum	Sydney, Australia	Australian Museum
00672238	Australian Zoologist	Mosman, Australia	Royal Zoological Society of New South Wales
00678546	Bijdragen tot de Dierkunde	Amsterdam, The Netherlands	Commissie voor Artis-Bibliotheek
00679038	Biuletyn Peryglacjalny	Lodz, Poland	L%So%Adzkie Towarstwo Naukowe -- Societas Scientiarum Lodziensis
0067964X	Boletim Paranaense de Geocie%Dncias	Curitiba, Brazil	Universidade Federal do Parana%A, Setor de Tecnologia, Departamento de Geologia
00681016	Brigham Young University Geology Studies	Provo, UT, USA	Department of Geology, Brigham Young University
00682306	Bulletin of the British Museum (Natural History), Historical Series	London, England	British Museum (Natural History)
00683078	Travaux du Muse%Aum d'Histoire Naturelle ``Grigore Antipa''	Bucharest, Romania	Muzeul de Istorie Naturala%R ``Grigore Antipa''
00683183	Analele Universita%Rt%Bii Bucures%Bti, [Seria]: Geologie	Bucharest, Romania	Universitatea Bucures%Bti
00683981	Izvestiya na Zoologicheskiya Institut s Muzey = Bulletin de l'Institut de Zoologie et Muse%Ae	Sofia, Bulgaria	Izdatelstvo na Bu%Rlgarskata Akademiya na Naukite
00685461	Occasional Papers of the California Academy of Sciences	San Francisco, CA, USA	California Academy of Sciences
0068547X	Proceedings of the California Academy of Sciences	San Francisco, CA, USA	The California Academy of Sciences
0068645X	University of California Publications in Geological Sciences	Berkeley-Los Angeles, CA, USA	University of California Press
00687634	Memoir -- Geological Survey of Canada	Ottawa, Canada	Geological Survey of Canada
00687642	Miscellaneous Report -- Geological Survey of Canada	Ottawa, Canada	Geological Survey of Canada
0069066X	Year Book -- Carnegie Institution of Washington	Washington, DC, USA	Carnegie Institution of Washington
00695874	Sondervero%Fffentlichungen des Geologischen Instituts der Universtita%Ft Ko%Fln	Cologne, Germany	Geologisches Institut, Universita%Ft Ko%Fln
00704342	Verhandlungen der Deutschen Zoologischen Gesellschaft	Stuttgart, Germany -- New York, NY, USA	Gustav Fischer Verlag
00707112	Dorset Natural History and Archaeological Society -- Proceedings	Dorchester, England	Dorset Natural History & Archaeological Society
0071108X	Eretz-Israel [= Erets-Yisrael], Archaeological, Historical and Geographical Studies	Jerusalem, Israel	The Israel Exploration Society
00713260	Evolutionary Biology.	New York, NY, USA	Plenum Press
00714550	Annali dell'Universita%C di Ferrara (Nuova Serie). Sezione 9: Scienze Geologiche e Paleontologiche	Ferrara, Italy	Universita%C degli Studi di Ferrara
00716154	Bulletin of the Florida State Museum, Biological Sciences	Gainesville, FL, USA	University of Florida
00718246	Me%Amoire du Bureau de Recherches Ge%Aologiques et Minie%Cres	Paris, France	Bureau de Recherches Ge%Aologiques et Minie%Cres
00719404	Freiberger Forschungshefte, Reihe C	Leipzig, Germany	Bergakademie Freiberg -- VEB Deutscher Verlag fu%Fr Grundstoffindustrie
00719409	Freiberger Forschungshefte, Reihe C	Leipzig, Germany	Bergakademie Freiberg -- VEB Deutscher Verlag fu%Fr Grundstoffindustrie
00720100	Gallia Pre%Ahistoire, Supplement	.	Centre National de la Recherche Scientifique
00720992	Geologi%Aa Colombiana	Bogota%A, Colombia	Universidad Nacional de Colombia, Departamento de Geologi%Aa -- Sociedad Colombiana de Geologi%Aa
00721018	Geologica et Palaeontologica	Marburg, FRG	Philips-Universita%Ft, Geologisch-Pala%Fontologisches Institut
00721042	Special Paper -- Geological Association of Canada	Toronto, Canada	Geological Association of Canada
00721069	Geological Society of America, Memoir	Boulder, CO, USA	Geological Society of America.
00721077	Special Paper -- Geological Society of America	Boulder, CO, USA	Geological Society of America
00721115	Mitteilungen aus dem Geologisch-Pala%Fontologischen Institut der Universita%Ft Hamburg	Hamburg, Germany	Geologisch-Pala%Fontologisches Institut der Universita%Ft Hamburg
00721123	Geologische Gesellschaft in Wien, Mitteilungen	Vienna, Austria	Geologische Gesellschaft in Wien
00721409	Proceedings -- Geoscience Information Society	[s.l.] USA	Geoscience Information Society
00734446	Information Circular -- Idaho, Bureau of Mines and Geology	Moscow, ID, USA	Idaho Bureau of Mines and Geology
00734713	Iheringia. Serie Geologia	Porto Alegre, Brazil	Museu de Cie%Dncias Naturais da Fundac%Ba%Eo Zoobota%Dnica do Rio Grande do Sul
00739359	Report -- Institute of Geological Sciences (United Kingdom)	London, England	Her Majesty's Stationery Office
00744336	Rapports et Proce%Cs-Verbaux des Re%Aunions -- Conseil International pour l'Exploration de la Mer	Charlottenlund Slot, Denmark	Conseil International pour l'Exploration de la Mer
00747211	Proceedings of the International Ornithological Congress	.	.
00755028	Miscellaneous Publication -- University of Kansas, Museum of Natural History	Lawrence, KS, USA	The University of Kansas
00755052	University of Kansas Paleontological Contributions, Paper	Lawrence, KS, USA	The University of Kansas Paleontological Institute
00756245	Kirtlandia	Cleveland, OH, USA	The Cleveland Museum of Natural History
00761672	Documents des Laboratoires de Ge%Aologie Lyon	Lyon, France	Universite%A Claude-Bernard Lyon 1, Faculte%A des Sciences, Laboratoires de Ge%Aologie
00767190	Boletin, Instituto de Geologi%Aa, Universidad Nacional Auto%Anoma de Me%Axico	Me%Axico, D.F., Me%Axico	Univ. Nacional Auto%Anoma de Me%Axico. Direccio%An General de Publicaciones
00772070	Mitteilungen der Bayerischen Staatssammlung fu%Fr Pala%Fontologie und Historische Geologie	Munich, Germany	Bayerische Staatssammlung fu%Fr Pala%Fontologie und Historische Geologie
00772224	Boletim do Museu Paraense Emilio Goeldi, Nova Serie, Geologia	Belem, Brazil	Instituto Nacional de Pesquisas de Amazonia
00772933	Biographical Memoirs (National Academy of Sciences of the United States of America)	Washington, DC, USA	National Academy of Sciences
00774626	Research Reports -- National Geographic Society	Washington, DC, USA	National Geographic Society
00776025	Natur und Mensch. Jahresmitteilungen der Naturhistorischen Gesellschaft Nu%Frnberg e. V.	Nuremberg, Germany	Naturhistorische Gesellschaft Nu%Frnberg
00776165	Schriften des Naturwissenschaftlichen Vereins fu%Fr Schleswig-Holstein	Kiel, Germany	Kommissions-Verlag Lispsius & Tischer
00776343	Proceedings of the Nebraska Academy of Sciences and Affiliated Societies	Lincoln, NE, USA	Nebraska Academy of Sciences
00777749	Neues Jahrbuch fu%Fr Geologie und Pala%Fontologie, Abhandlungen	Stuttgart, Germany	E. Schweizerbart'sche Verlagsbuchhandlung
00778567	Guidebook -- New Mexico Geological Society Annual Field Conference	Socorro, NM, USA	New Mexico Geological Society
00780421	Newsletters on Stratigraphy	Berlin-Stuttgart, FRG	Gebru%Fder Borntraeger
00782947	Jahresberichte und Mitteilungen des Oberrheinischen Geologischen Vereines. Neue Folge	Stuttgart, Germany	Oberrheinischer Geologischer Verein
00784389	Bulletin -- Oklahoma Geological Survey	Norman, OK, USA	The University of Oklahoma
00786594	Ornithological Monographs	Washington, D. C., USA	The American Ornithological Union
00786675	Bulletin of the O%Nsaka Museum of Natural History = O%Nsaka Shiritsu Shizenshi Hakubutsukan Kenkyu%N Ho%Nkoku	O%Nsaka-shi, O%Nsaka-ken, Japan	O%Nsaka Museum of Natural History
00788538	Palaeoecology of Africa and the Surrounding Islands	Rotterdam, The Netherlands	A. A. Balkema
00788554	Palaeontologia Africana	Johannesburg, South Africa	Bernard Price Institute for Palaeontological Research, University of Witwatersrand
00788562	Palaeontologia Polonica	Warsaw & Krako%Aw, Poland	Pan%Astwowe Wydawnictwo Naukowe
00789763	Me%Amoires du Muse%Aum National d'Histoire Naturelle, Se%Arie C, Sciences de la Terre	Paris, France	Muse%Aum National d'Histoire Naturelle
0079032X	Bulletin -- Peabody Museum of Natural History, Yale University	New Haven, CT, USA	Peabody Museum of Natural History, Yale University
00790354	Pearce-Sellards Series	Austin, TX, USA	Texas Memorial Museum
00790943	Science Series -- Natural History Museum of Los Angeles County	Los Angeles, CA, USA	Natural History Museum of Los Angeles County
00791091	Boletin de la Sociedad Geolo%Agica del Peru	Lima, Peru	Sociedad Geolo%Agica del Peru
00794376	Vero%Fffentlichungen des Museums fu%Fr Ur- und Fru%Fhgeschichte Potsdam	Berlin, Germany	VEB Deutscher Verlag der Wissenschaften
00798835	Memoirs of the Queensland Museum	Brisbane, Australia	Queensland Museum
00799815	Raymond Dart Lectures	Johannesburg, South Africa	Witwatersrand University Press for The Institute for the Study of Man in Africa
00803200	Boletim do Museu Nacional (Rio de Janeiro) Geologia [Nova Serie]	Rio de Janeiro, Brazil	Museu Nacional (Rio de Janeiro)
00804568	Transactions -- Royal Society of Edinburgh	Edinburgh, Scotland	Royal Society Edinburgh
00804622	Philosophical Transactions of the Royal Society of London, Series B: Biological Sciences	London, England	Royal Society of London
00804649	Proceedings of the Royal Society of London, Series B: Biological Sciences	London, England	The Royal Society of London
0080469X	Proceedings of the Royal Society of Queensland	St. Lucia, Australia	Royal Society of Queensland
00805947	Transactions of the San Diego Society of Natural History	San Diego, CA, USA	San Diego Society of Natural History
00807389	Schweizerische Pala%Fontologische Abhandlungen = Me%Amoires Suisses de Pale%Aontologie = Memorie Svizzere di Paleontologia	Basel, Switzerland	Birkha%Fuser Verlag
00810223	Smithsonian Contributions to Anthropology	Washington, DC, USA	Smithsonian Institution Press
00810266	Smithsonian Contributions to Paleobiology	Washington, DC, USA	Smithsonian Institution Press
00810282	Smithsonian Contributions to Zoology	Washington, DC, USA	Smithsonian Institution Press
0081153X	Symposia of the Society for the Study of Human Biology	London, England	Taylor & Francis Ltd.
00812677	Records of the South Australian Museum	Adelaide, Australia	South Australian Museum
00816426	Studia Geologica Polonica	Warsaw, Poland	Polska Akademia Nauk, Zakl%Sad Nauk Geologicznykh
00817961	Studies in Geography in Hungary	Budapest, Hungary	Research Institute of Geography, Hungarian Academy of Sciences. Akade%Amiai Kiado%A
00819271	Sumer. A journal of archaeology and history in Arab World	Baghdad, Republic of Iraq	Ministry of Culture and Information, The State Organization of Antiquities and Heritage
00822930	Bulletin of the Texas Archaeological Society	Austin, TX, USA	Texas Archeological Society
00823074	Bulletin of the Texas Memorial Museum	Austin, TX, USA	Texas Memorial Museum
00824755	Kokuritsu Kagaku Hakubutsukan Sempo = Memoirs of the National Science Museum (Tokyo)	Tokyo, Japan	Kokuritsu Kagaku Hakubutsukan
00825093	Life Sciences Miscellaneous Publications -- Royal Ontario Museum	Toronto, ON, Canada	Royal Ontario Museum
00825107	Life Sciences Occasional Papers -- Royal Ontario Museum	Toronto, ON, Canada	Royal Ontario Museum
00826782	Tulane Studies in Zoology and Botany	New Orleans, LA, USA	Tulane University, Department of Biology
00835986	Memoirs of the National Museum of Victoria, Melbourne	Melbourne, Australia	National Museum of Victoria
00836133	Annalen der Naturhistorischen Museums in Wien	Vienna, Austria	Naturhistorisches Museum Wien
00843199	Publications -- University of Wyoming	Laramie, WY, USA	The University of Wyoming
00845604	Vestnik Zoologii = Zoological Record. Nauchnyy Zhurnal Instituta Zoologii Imeni I. I. Shmal'gauzena Akademii Nauk Ukrainskoy SSR	Kiev, USSR	Izdatel'stvo ``Naukova Dumka'
00845612	Symposia of the Zoological Society of London	London, England, New York, NY, USA	Academic Press.
00845620	Transactions of the Zoological Society of London	London, England	The Zoological Society of London
00846597	Annual Review of Earth and Planetary Sciences	Palo Alto, CA, USA	Annual Reviews, Inc.
00847895	Biological Society of Nevada, Occasional Papers	Verdi, NV, USA	Biological Society of Nevada
00848948	Geografia Fisica e Dinamica Quaternaria (Bollettino del Comitato Glaciologico Italiano, Serie 3)	Turin, Italy	Comitato Glaciologico Italiano
00850640	Special Publication -- Florida Bureau of Geology	Tallahassee, FL, USA	Florida Bureau of Geology
00852236	Proceedings of the Iowa Academy of Science	Des Moines, IA, USA	Iowa Academy of Science
00852465	Monograph of the Museum of Natural History, University of Kansas	Lawrence, KS, USA	Museum of Natural History, University of Kansas
00854271	A%Hrbok -- Norsk Polarinstituut	Oslo, Norway	Norsk Polarinstituut
00855235	Quaternaria	Rome, Italy	E. A. Blanc
00855278	Records of the Queen Victoria Museum Launceston	Launceston, Tasmania	Queen Victoria Museum
00917613	Geology	Boulder, CO, USA	Geological Society of America
00917958	Occasional Papers of the Museum of Natural History, The University of Kansas	Lawrence, KS, USA	University of Kansas Press
00934755	Evolutionary Theory	Chicago, IL, USA	University of Chicago, Department of Biology
00948373	Paleobiology (Paleontological Society)	Chicago, IL, USA	University of Chicago, Dept. of Geological Sciences
00958638	Connecticut State Geological and Natural History Survey, Bulletin	Hartford, CT, USA	State Geological and Natural History Survey of Connecticut
00960446	Geological Survey Professional Paper (United States)	Washington, DC, USA	U. S. Geological Survey
00962279	Journal of the Colorado-Wyoming Academy of Science	Fort Collins, CO, USA	\N
00962651	Fieldiana, Geology (New Series)\	Chicago, IL, USA\	 Field Museum of Natural History	\N	\N
0096378X	Proceedings of the South Dakota Academy of Science	Vermillion, SD, USA	South Dakota Academy of Science
00964131	Bulletin of the Buffalo Society of Natural Sciences	Buffalo, NY, USA	Buffalo Society of Natural Sciences
0096414X	Bulletin of the South Carolina Academy of Science	Columbia, SC, USA	South Carolina Academy of Science
00964263	Proceedings of the West Virginia Academy of Science	Morgantown, WV, USA	West Virginia Academy of Science
00964948	Circular -- New Mexico Bureau of Mines and Mineral Resources	Socorro, NM, USA	New Mexico Bureau of Mines and Mineral Res., a Division of New Mexico Inst. of Mining & Technology
00966053	Bulletin -- Geological Survey of Wyoming	Laramie, WY, USA	The Geological Survey of Wyoming
00967769	Northwest Geology	University of Montana, Missoula, MT, USA	.
00969117	News Bulletin -- Society of Vertebrate Paleontology	Lincoln, NE, USA	Society of Vertebrate Paleontology
00969206	Proceedings of the Montana Academy of Sciences	Billings, MT, USA	Montana Academy of Sciences
00969214	Proceedings of the North Dakota Academy of Science	Grand Forks, ND, USA	University of North Dakota Press
00973157	Proceedings of the Academy of Natural Sciences of Philadelphia	Philadelphia, PA, USA	Academy of Natural Sciences of Philadelphia
00973270	Special Publication -- Society of Economic Paleontologists and Mineralogists	Tulsa, OK, USA	Society of Economic Paleontologists and Mineralogists
00973556	Contributions from the Museum of Paleontology, University of Michigan	Ann Arbor, MI, USA	Museum of Paleontology, The University of Michigan
00974463	Annals of Carnegie Museum	Pittsburgh, PA, USA	Carnegie Museum of Natural History
00984590	Florida Scientist	Orlando, FL, USA	Florida Academy of Sciences
00994227	Report of Investigations -- North Dakota Geological Survey	Grand Forks, ND, USA	North Dakota Geological Survey
01005375	Pesquisas (Universidade Federal do Rio Grande do Sul, Instituto de Geocie%Dncias)	Porto Allegre, Brazil	Universidade Federal do Rio Grande do Sul, Instituto de Geocie%Dncias
01026887	Paula-Coutiana	Porto Alegre, Brazil	Museu de Cie%Dncias Naturais da Fundac%Ba%Eo Zoobota%Dnica do Rio Grande do Sul
01034278	Boletim do Museo Paraense Emi%Alio Goeldi. Se%Arie Cie%Dncias da Terra	Bele%Am, Brazil	Secretaria Especial da Cie%Dncia e Tecnologia. Conselho Nacional de Desenvolvimento Cie%Dn. Tecnol.
01053507	Gro%Snlands, Geologiske Undersoegelse, Bulletin	Copenhagen, Denmark	Gro%Snlands Geologiske Undersoegelse
01061046	Meddelelser om Gro%Snland. Geoscience. (Kommissionen for Videnskabelige Underso%Sgelser i Gro%Snland)	Copenhagen, Denmark	Nyt Nordisk Forlag
0110943X	National Museum of New Zealand Records	Wellington, New Zealand	National Museum of New Zealand
0112465X	Record -- New Zealand Geological Survey	Lower Hutt, New Zealand	New Zealand Geological Survey
0120274X	Geologi%Aa Norandina	Bogota%A, Colombia	Sociedad Colombiana de Geologi%Aa
01312634	Paleontologicheskiy Sbornik. L'vovskiy Gosudarstvennyy Universitet	L'vov, UkrSSR, USSR	Izdatel'stvo ``Vyshcha Shkola''
01321447	Sak'arthvelos SSR Mets'nierebatha Akademiis Moambi = Soobshcheniya Akademii Nauk Gruzinskoy SSR = Bulletin of the Academy of Sciences of the Georgian SSR	Tbilisi, Georgia	.
01340603	O%Fsle%Anytani Vita%Ak	Budapest, Hungary	Magyarhoni O%Fsle%Anytani Ta%Arsulat
01344307	UzSSR Fanlar Akademiyasining Dokladlari = Doklady Akademii Nauk UzSSR	Tashkent, USSR	Izdatel'stvo ``Fan''
01350714	Peshchery Gruzii -- Sakart'velos Mghvimeebi da Bamokvabulebi = Georgian Caves	Tbilisi, USSR	Izdatel'stvo ``Metsniereba''
0135227X	Chetvertynnyi%R Period	Kiev, USSR	Akademiya Nauk URSR, Komisiya Vyvchannya Chetvertynnoho Periodu. Vydavnytstvo Akademii%F Nauk URSR
01375482	Kras i Speleologia	Katowice, Poland	Uniwersytet S%Ala%Kski
01381059	Abhandlungen der Akademie der Wissenschaften der DDR, Abteilung Mathematik, Naturwissenschaften, Technik	Berlin, Germany	Akademie Verlag
01383094	Petermanns Geographische Mitteilungen. Erga%Fnzungheft	Gotha, Germany	VEB Hermann Haack, Geographisch-Kartographische Anstalt Gotha
01383116	Quarta%Frpala%Fontologie. Abhandlungen und Berichte des Instituts fu%Fr Quarta%Frpala%Fontologie Weimar	Berlin, Germany	Akademie-Verlag
01383647	Hallesches Jahrbuch fu%Fr Geowissenschaften	Halle-Wittenberg, Germany	Martin Luther Universita%Ft
01392875	Elme%Alet -- Mo%Adszer -- Gyakorlat	Budapest, Hungary	Geographical Research Institute, Hungarian Academy of Sciences
01397893	Folia Zoologica (Prague). International Journal of Vertebratology	Prague, Czechoslovakia	``Academia'', Nakladatelstvi%A C%Jeskoslovenske%A Akademie Ve%Jd.
01401963	Journal of Arid Environments	London, etc.	Academic Press
01413511	Transactions of the Leicester Literary & Philosophical Society	Leicester, England	Leicestershire Museums Service
01439286	Bulletin of the Geological Society of Norfolk	Norwich, England	Geological Society of Norfolk
0144221X	Transactions of the Natural History Society of Northumbria	Newcastle upon Tyne, England	The Hancock Museum
01445294	GCG. The Geological Curator	Keele, England	Geological Curators Group
01459031	Special Publication of Carnegie Museum of Natural History	Pittsburgh, PA, USA	Carnegie Museum of Natural History
01459058	Bulletin of Carnegie Museum of Natural History	Pittsburgh, PA, USA	Carnegie Museum of Natural History
01469517	National Speleological Society Bulletin	Lake Mills, IA, USA	National Speleological Society
01483838	Papers on Paleontology	Ann Arbor, MI, USA	Museum of Paleontology, University of Michigan
01491423	American Association of Petroleum Geologists Bulletin	Tulsa, OK, USA	American Association of Petroleum Geologists
0149175X	Occasional Papers -- The Museum, Texas Tech University	Lubbock, TX, USA	The Museum, Texas Tech University
01491768	Special Publications -- The Museum, Texas Tech University	Lubbock, TX, USA	The Museum, Texas Tech University
01538446	Bulletin du Bureau de Recherches Ge%Aologiques et Minie%Cres. 2e Serie. Section 4: Ge%Aologie Ge%Ane%Arale	Paris, France	Bureau de Recherches Ge%Aologiques et Minie%Cres
01539183	Annales de l'Universite%A de Savoie, Sciences Naturelles	Chambery (Savoie), France	Universite%A de Savoie
01553410	Quarterly Notes -- Geological Survey of New South Wales	Sydney, NSW, Australia	Department of Mineral Resources, Geological Survey of New South Wales
01584197	Emu. Journal of the Royal Australasian Ornithologists Union	Melbourne, Victoria, Australia	Royal Australasian Ornithologists Union
01600532	New Mexico Bureau of Mines and Mineral Resources, Annual Report	Socorro, NM, USA	New Mexico Institute of Mining & Technology
01603655	Public Information Circular -- Geological Survey of Wyoming	Laramie, WY, USA	Geological Survey of Wyoming
01604643	Virginia Division of Mineral Resources Publication	Charlottesville, VA, USA	Virginia Division of Mineral Resources
01604937	Special Publications -- Southern California Paleontological Society	Los Angeles, CA, USA	Southern California Paleontological Society
01605313	Contributions in Biology and Geology	Milwaukee, WI, USA	Milwaukee Public Museum
01610449	NATO Advanced Science Institutes Series. Series A. Life Sciences	New York / London	Plenum Press
01614452	Scientific Publications of the Science Museum of Minnesota. New Series	Saint Paul, MN, USA	The Science Museum of Minnesota
0161522X	Marine Recreational Fisheries	Washington, D.C	Sport Fishing Institute
01616366	Linnean Society Symposium Series	London, England	Linnean Society of London, Academic Press
01628003	Advances in Archaeological Method and Theory	New York, NY, USA	Academic Press
01630164	Arizona Geology	Tucson, AZ, USA	Arizona, Bureau of Geology and Mineral Technology
01639013	Transactions of the Nebraska Academy of Sciences and Affiliated Societies	Lincoln, NE, USA	Nebraska Academy of Sciences
01640291	International Journal of Primatology. [International Primatological Society]	New York and London	Plenum Press
01640429	AAAS Selected Symposia Series	Boulder, CO, USA	Westview Press for the American Association for the Advancement of Science
01643304	Oregon Geology	Portland, OR, USA	Oregon Department of Geology and Mineral Industries
01651951	Mededelingen Rijks Geologische Dienst. Nieuwe Serie (Netherlands)	Maastricht, The Netherlands	Rijks Geologische Dienst
01652753	Utrecht Micropaleontological Bulletins. Special Publication	Odijk, The Netherlands	\N
0165280X	Contributions to Tertiary and Quaternary Geology = Mededelingen van de Werkgroep voor Tertiaire en Kwartaire Geologie\	Rotterdam, The Netherlands\	 Backhuys	\N	\N
0166459X	Mededelingen van het Koninklijk Zeeuwsch Genootschap de Wetenschappen, Archief	Middelburg, The Netherlands	Koninklijk Zeeuwsch Genootschap de Wetenschappen
01675524	Wetenschappelijke Mededelingen Koninklijke Nederlandse Natuurhistorische Vereniging	Hoogwoud, The Netherlands	Koninklijke Nederlandse Natuurhistorische Vereniging
01686151	Modern Quaternary Research in Southeast Asia	Rotterdam, The Netherlands	A. A. Balkema
01686208	Palaeoecology of Africa and the Surrounding Islands	Rotterdam, The Netherlands	A. A. Balkema
01686305	Quaternary of South America and Antarctic Peninsula	Rotterdam, The Netherlands	A. A. Balkema
0171967X	Calcified Tissue International	New York, NY, USA	Springer Verlag New York, Inc.
01728784	Berliner Geowissenschaftliche Abhandlungen, Reihe A: Geologie und Pala%Fontologie	Berlin, Germany	Dietrich Reimer Verlag
01735373	Amphibia -- Reptilia	Leiden, The Netherlands	E. J. Brill
01737481	Abhandlungen des Naturwissenschaftlichen Vereins in Hamburg	Hamburg, Germany	Verlag Paul Parey
0173749X	Verhandlungen des Naturwissenschaftlichen Vereins in Hamburg	Hamburg, Germany	Verlag Paul Parey
01746081	Erlanger Forschungen. Reihe B: Naturwissenschaften und Medizin	Erlangen, Germany	Verlag Universita%Ftsbund Erlangen-Nu%Frenberg e. V.
01753495	Abhandlungen aus dem Landesmuseum fu%Fr Naturkunde zu Mu%Fnster in Westfalen -- Landschaftsverband Westfalen-Lippe	Mu%Fnster, Germany	Westfa%Flische Vereinsdruckerei
01763997	Carolinea Beitra%Fge zur Naturkundlichen Forschung in Su%Fdwestdeutschland	Karlsruhe, Germany	Staatliches Museum fu%Fr Naturkunde Karlsruhe
01770950	Mu%Fnchner Geowissenschaftliche Abhandlungen. Reihe A. Geologie und Pala%Fontologie	Munich, Germany	Verlag Friedrich Pfeil
01771671	Verhandlungen der Ornithologischen Gesellschaft in Bayern	Munich, Germany	Ornithologische Gesellschaft in Bayern e. V.
01810642	Bulletin du Muse%Aum National d'Histoire Naturelle. Section C: Sciences de la Terre: Pale%Aontologie, Ge%Aologie, Mine%Aralogie. [Se%Arie 4]	Paris, France	Mus. National d'Histoire Naturelle
01850962	Revista -- Universidad Nacional Auto%Anoma de Me%Axico, Instituto de Geologi%Aa	Mexico, D.F., Mexico	Instituto de Geologi%Aa, Universidad Nacional Auto%Anoma de Me%Axico
0185478X	Paleontologi%Aa Mexicana	Mexico, D.F., Mexico	Universidad Nacional Autono%Ama, Instituto de Geologi%Aa
01855530	Boletin, Instituto de Geologi%Aa, Universidad Nacional Auto%Anoma de Me%Axico	Me%Axico, D.F., Me%Axico	Univ. Nacional Auto%Anoma de Me%Axico. Direccio%An General de Publicaciones
01880039	Revista de la Sociedad Mexicana de Paleontologi%Aa	Mexico, D.F., Mexico	Sociedad Mexicana de Paleontologi%Aa
01905724	Carnivore (Carnivorous Mammals Including Man)	Seattle, WA, USA	University of Washington, Carnivore Reserch Institute
01914030	Stereo World	Columbus, OH, USA	National Stereoscopic Association
0192737X	Field Trip Guide -- American Association of Stratigraphic Palynologists	.	Annual Meeting of the American Association of Stratigraphic Palynologists
01934406	Brimleyana. The Journal of the North Carolina State Museum of Natural History	Raleigh, NC, USA	North Carolina State Museum of Natural History
01934511	Science[nn]	Washington, DC, USA	American Association for the Advancement of Science
01938509	Journal of the Arizona-Nevada Academy of Science	Tempe, AZ, USA	Arizona-Nevada Academy of Science
01953338	Ichnology Newsletter	Albuquerque, NM, USA	University of New Mexico, Department of Geology
01956671	Cretaceous Research	London, New York, etc.	Academic Press
0195864X	San Bernardino County Museum Association Quarterly	Redlands, CA, USA	San Bernardino County Museum Association
01961497	Open File Report (United States Geological Survey)	Reston, VA, USA	U. S. Geological Survey
01969110	Encyclia. The Journal of the Utah Academy of Sciences, Arts, and Letters	Salt Lake City, UT, USA	Utah Academy of Sciences, Arts, and Letters
0196948X	New Mexico Geology. Science and Service	Socorro, NM, USA	New Mexico Bureau of Mines and Mineral Resources
01979337	Earth Surface Processes and Landforms. The Journal of the British Geomorphological Research Group	Leeds, England	John Wiley & Sons
01988565	Paleontological Series	East Lansing, MI, USA	Michigan State University
01995553	Museum Magazine	New York, NY, USA	Museum Magazine Associates
0201680X	Nauka i Chelovechestvo. Mezhdunarodnyy Yezhegodnik	Moscow, USSR	Izdatel'stvo ``Znaniye''
02018136	Eesti NSV Teaduste Akadeemia Toimetised, Geoloogia = Izvestiya Akademii Nauk Estonskoy SSR, Geologiya	Tallin, EstSSR, USSR	Izdatel'stvo ``Perioodika''
02019280	Ezhegodnik Vsesoyuznogo Paleontologicheskogo Obshchestva (Akademiya Nauk SSSR)	Leningrad, USSR	.
0202327X	Lietuvos TSR Auks%Jtu%Kju%K Mokyklu%K Mokslo Darbai-Geologija = Nauchnyye Trudy Vysshikh Uchebnykh Zavedeniy Litovskoy SSR-Geologiya	Vil'nyus, USSR	``Mokslas''
02033070	Trudy -- Sovmestnaya Sovetsko-Mongol'skaya Nauchno-Issledovatel'skaya Ekspeditsiya	Moscow, USSR	Izdatel'stvo ``Nauka''
02047217	Paleontologiya, Stratigrafiya i Litologiya	Sofiya, Bulgaria	Izdatelstvo na Bulgarskata Akademiya na Naukite
02060477	Trudy Zoologicheskogo Instituta, Akademiya Nauk SSSR	Leningrad, USSR	Izdatel'stvo ``Nauka''
02086603	Biuletyn Pan%Astwowego Instytutu Geologicznego	Warsaw, Poland	Wydawnictwa Geologiczne
02103524	Teruel	Teruel, Spain	Instituto de Estudios Turolenses
03211703	Izvestiya Akademii Nauk SSSR, Seriya Geologicheskaya	Moscow, USSR	Izdatel'stvo ``Nauka''
02105985	Don%Eana -- Acta Vertebrata. Revista de Vertebrados de la Estacio%An Biolo%Agica de Don%Eana	Seville, Spain	Estacio%An Biolo%Agica de Don%Eana (Consejo Superior de Invest. Cienti%Aficas)
02107236	Col-Pa -- Publicaciones del Departamento de Paleontologi%Aa	Madrid, Spain	Facultad de Ciencias Geolo%Agicas, Universidad Complutense de Madrid
02107511	Paleontologi%Aa y Evolucio%An	Sabadell, Spain	Diputacio%An de Barcelona, Institut de Paleontologi%Aa
02110792	Butlleti Informatiu -- Institut de Paleontologia de Sabadell	Sabadell, Spain	Institut de Paleontologia de Sabadell
0211609X	Paleontologia i Evolucio%A	Sabadell, Spain	Diputacio%A de Barcelona, Institut Paleontolo%Cgic Dr. M. Crusafont
02118327	Studia Geolo%Agica Salmanticensia	Salamanca, Spain	Ediciones Universidad de Salamanca
